Account,ISIN,Short Name,PX_LAST,CRNCY,144A_FLAG,PRVT_PLACE,AMT_Issued,EXCHANGE RATE,Issue Size (USD mil),MARKET_SECTOR_DES,MTY_TYP,Bond Type,CPN_TYP,CPN_TYP_adj,IS_SUBORDINATED,CAPITAL_CONTINGENT_SECURITY,IS_CD,ULT_PARENT_CNTRY_OF_RISK,CNTRY_OF_RISK,Country Classification,INDUSTRY_SECTOR,INDUSTRY_GROUP,GUARANTOR_EQY_TICKER,Issuer_Parent_Eqy_Ticker,ULT_PARENT_TICKER_EXCHANGE,Issuer Ticker to Use,RTG_SP_LT_FC_ISSUER_CREDIT,RTG_MDY_LT_FC_DEBT_RATING,RTG_MOODY_LONG_TERM,ISSUER_RTG_MOODY_0,ISSUER_RTG_SP,ISSUER_RTG_MOODY,ISSUER Lowest Rating in S&P Equivalent,RTG_SP,RTG_MOODY,RTG_SP_adj,RTG_MOODY_adj,YAS_ISPREAD_TO_GOVT,DISC_MRGN_ASK,SPREAD,CALLED,CALLED_DT,Issue Lowest Rating in S&P Equivalent,Use Issue or Issuer Rating?,Rating to Use,Rating_Ranked,IG / NIG Indicator,Maturity,"Yrs to maturity 
(Perp = 30 yrs)",Tenor Bucket,Tenor Column,Tenor_Ranked,Indicative_LTV_1 @ IM,Pass Private Placement/144A check?,Pass ABS/CDO check?,Straight Bond ≥ 40% price / Perp ≥ 50% price?,Issue Size ≥ USD 100mil for sub IG and EM bond?,Approved CCY?,Approved Country of Risk?,Floating Coupon Adjustments (+LTV%),"ZCB (-5% LTV for 5-10Y, -10% LTV for >10Y)",Subs - if issuer rating <= issue rating OR if no issue rating then -10% LTV,BB+/ B/ B-/ NR Sovereign = +5% LTV,"800-1200= -10% LTV
1000-1200= -20% LTV
>1200 - no financing",Indicative_LTV_2 @ IM,FINAL_LTV @ IM,FINAL_LTV @ MC,FINAL_LTV @ SL,FINAL_HC @ IM,FINAL_HC @ MC,FINAL_HC @ SL,Warning Comments,Ticker,Name,Private Placement/144A waiver,Issue Size Waiver,Spreads Waiver,Spreads Addon,Currency Waiver,PX_LAST,Spreads as Proxy Override,New LTV @ IM Value,Final LTV @ IM Override,New LTV @ IM Value,Deviation Type,User Comments,System HC @ MC,Difference in HC @ MC level,Deviation at HC @ MC level,Review Comments
0,US91282CAD39,US TREASURY N/B,87.2890625,USD,N,#N/A N/A,49000000000,1,49000,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,-0.727207699,#N/A Field Not Applicable,-0.727207699,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,7/31/2027,3.421917808,<=4Y,4,04. <=4Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,0, ,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",#N/A,#N/A,#N/A,0
0,US91282CDN83,US TREASURY N/B,96.84375,USD,N,#N/A N/A,61963000000,1,61963,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.250799,#N/A Field Not Applicable,1.250799,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,12/15/2024,0.797260274,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",#N/A,0,0,0
0,US912828WJ58,US TREASURY N/B,99.4375,USD,N,#N/A N/A,65995000000,1,65995,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,-11.73745402,#N/A Field Not Applicable,-11.73745402,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,5/15/2024,0.210958904,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0.9595,0.9709,0.05,0.0405,0.0291,,0, ,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",95%,-0.9095,-0.9595,0
0,US91282CHC82,US TREASURY N/B,92.953125,USD,N,#N/A N/A,1.08515E+11,1,108515,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.181770806,#N/A Field Not Applicable,1.181770806,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,5/15/2033,9.216438356,<=10Y+,10,10. <=10Y+,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,0, ,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",80%,-0.64,-0.84,0
0,US91282CHK09,US TREASURY N/B,98.609375,USD,N,#N/A N/A,43000000000,1,43000,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,0.297519412,#N/A Field Not Applicable,0.297519412,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,6/30/2028,4.339726027,<=5Y,5,05. <=5Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,0, ,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",90%,-0.827,-0.927,0
0,US912810TZ12,US TREASURY N/B,99.3125,USD,N,#N/A N/A,16000000000,1,16000,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,NIL,NIL,NIL,-3E-05,#N/A Field Not Applicable,-3E-05,N,#N/A Field Not Applicable,Unrated,Use Guarantor/Issuer rating,AA+,22. Unrated,IG,2/15/2044,19.97808219,<=10Y+,10,10. <=10Y+,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,0, ,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",75%,-0.5375,-0.7875,0
0,US91282CGA36,US TREASURY N/B,98.7265625,USD,N,#N/A N/A,39999000000,1,39999,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,0.370767149,#N/A Field Not Applicable,0.370767149,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,12/15/2025,1.797260274,<=2Y,2,02. <=2Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",#N/A,0,0,0
0,US91282CFV81,US TREASURY N/B,98.625,USD,N,#N/A N/A,1.11255E+11,1,111255,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.491547643,#N/A Field Not Applicable,1.491547643,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,11/15/2032,8.720547945,<=9Y,9,09. <=9Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",80%,0,0,0
0,US91282CGD74,US TREASURY N/B,99.296875,USD,N,#N/A N/A,41989000000,1,41989,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,2.397583375,#N/A Field Not Applicable,2.397583375,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,12/31/2024,0.84109589,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",95%,0,0,0
0,US91282CFA45,US TREASURY N/B,99.07421875,USD,N,#N/A N/A,48901000000,1,48901,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,NIL,NIL,NIL,-9.539377797,#N/A Field Not Applicable,-9.539377797,N,#N/A Field Not Applicable,Unrated,Use Guarantor/Issuer rating,AA+,22. Unrated,IG,7/31/2024,0.421917808,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",#N/A,0,0,0
0,US912810TT51,US TREASURY N/B,94.828125,USD,N,#N/A N/A,71583000000,1,71583,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.136418153,#N/A Field Not Applicable,1.136418153,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,8/15/2053,29.48219178,<=10Y+,10,10. <=10Y+,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",80%,0,0,0
0,US912810TU25,US TREASURY N/B,97.25,USD,N,#N/A N/A,43651000000,1,43651,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,5.062328724,#N/A Field Not Applicable,5.062328724,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,8/15/2043,19.4739726,<=10Y+,10,10. <=10Y+,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",80%,0,0,0
0,US91282CHV63,US TREASURY N/B,100.2070313,USD,N,#N/A N/A,49664000000,1,49664,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.582230851,#N/A Field Not Applicable,1.582230851,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,8/31/2025,1.506849315,<=2Y,2,02. <=2Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",95%,0,0,0
0,US91282CEK36,US TREASURY N/B,99.5546875,USD,N,#N/A N/A,54646000000,1,54646,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,-15.8121649,#N/A Field Not Applicable,-15.8121649,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,4/30/2024,0.169863014,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US912810TQ13,US TREASURY N/B,90.96875,USD,N,#N/A N/A,43560000000,1,43560,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,6.783685896,#N/A Field Not Applicable,6.783685896,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,2/15/2043,18.97808219,<=10Y+,10,10. <=10Y+,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CHE49,US TREASURY N/B,97.171875,USD,N,#N/A N/A,51060000000,1,51060,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,0.252015952,#N/A Field Not Applicable,0.252015952,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,5/31/2028,4.257534247,<=5Y,5,05. <=5Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CJA09,US TREASURY N/B,101.15625,USD,N,#N/A N/A,49000000000,1,49000,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.33666601,#N/A Field Not Applicable,1.33666601,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,9/30/2028,4.591780822,<=5Y,5,05. <=5Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CHT18,US TREASURY N/B,96.65625,USD,N,#N/A N/A,1.22175E+11,1,122175,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.398156731,#N/A Field Not Applicable,1.398156731,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,8/15/2033,9.468493151,<=10Y+,10,10. <=10Y+,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US912810TM09,US TREASURY N/B,92.765625,USD,N,#N/A N/A,40605000000,1,40605,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,6.155526559,#N/A Field Not Applicable,6.155526559,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,11/15/2042,18.7260274,<=10Y+,10,10. <=10Y+,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CEA53,US TREASURY N/B,100.0039063,USD,N,#N/A N/A,60908000000,1,60908,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,32.73724074,#N/A Field Not Applicable,32.73724074,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,2/29/2024,0.002739726,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CCS89,US TREASURY N/B,80.71875,USD,N,#N/A N/A,1.42197E+11,1,142197,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,-1.295127375,#N/A Field Not Applicable,-1.295127375,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,8/15/2031,7.465753425,<=8Y,8,08. <=8Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CBR16,US TREASURY N/B,99.81640625,USD,N,#N/A N/A,61595000000,1,61595,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,-30.7556159,#N/A Field Not Applicable,-30.7556159,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,3/15/2024,0.043835616,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US912828W713,US TREASURY N/B,99.74609375,USD,N,#N/A N/A,72390000000,1,72390,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,-12.5583705,#N/A Field Not Applicable,-12.5583705,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,3/31/2024,0.087671233,<=1Y,1,01. <=1Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CFK27,US TREASURY N/B,98.05078125,USD,N,#N/A N/A,41000000000,1,41000,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,0.859600227,#N/A Field Not Applicable,0.859600227,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,9/15/2025,1.547945205,<=2Y,2,02. <=2Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CJE21,US TREASURY N/B,100.3203125,USD,N,#N/A N/A,50995000000,1,50995,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,0.620035396,#N/A Field Not Applicable,0.620035396,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,10/31/2025,1.673972603,<=2Y,2,02. <=2Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CDJ71,US TREASURY N/B,80.921875,USD,N,#N/A N/A,1.44644E+11,1,144644,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,0.08105497,#N/A Field Not Applicable,0.08105497,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,11/15/2031,7.717808219,<=8Y,8,08. <=8Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CJJ18,US TREASURY N/B,101.515625,USD,N,#N/A N/A,1.14743E+11,1,114743,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.296972703,#N/A Field Not Applicable,1.296972703,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,11/15/2033,9.720547945,<=10Y+,10,10. <=10Y+,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CJK80,US TREASURY N/B,100.28125,USD,N,#N/A N/A,48910000000,1,48910,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,-1.03987892,#N/A Field Not Applicable,-1.03987892,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,11/15/2026,2.715068493,<=3Y,3,03. <=3Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
0,US91282CJF95,US TREASURY N/B,102.25,USD,N,#N/A N/A,51999000000,1,51999,Govt,NORMAL,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Government,Sovereign,#N/A Field Not Applicable,#N/A N/A,3352Z US,3352Z US,AA+u,NIL,Aaa,Aaa,AA+,Aaa,AA+,NIL,Aaa,NIL,Aaa,1.322212291,#N/A Field Not Applicable,1.322212291,N,#N/A Field Not Applicable,AAA,Use Issue rating,AAA,01. AAA,IG,10/31/2028,4.676712329,<=5Y,5,05. <=5Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,Yes,NO,NO,0,NO,0,NO,0,NO,0,0,"Private Placement Flag becomes ""NA"", it used to be ""No"", it affected the assignment of Standard LTV as such we put a waiver of PP for this T bond",0,0,0,0
